node_id,r_m,z_m,T_K
91,0.0160719732652,0.0473465064748,598.4011939
92,0.0176791705917,0.0520811571222,526.1259293
93,0.0192863679182,0.0568158077697,465.8460715
94,0.0208935652447,0.0615504584172,414.8759704
95,0.0225007625712,0.0662851090647,371.1611016
96,0.0241079598977,0.0710197597121,333.2964925
97,0.0257151572243,0.0757544103596,300.1252544
98,0.0273223545508,0.0804890610071,300.1061987
99,0.0289295518773,0.0852237116546,300.0649114
100,0.0305367492038,0.089958362302,300.0315933
101,0.0321439465303,0.0946930129495,300
102,0.0076536686473,0.0184775906502,797.639634
103,0.00956708580913,0.0230969883128,797.6084268
104,0.011480502971,0.0277163859753,797.5068437
105,0.0133939201328,0.0323357836379,797.3906724
106,0.0153073372946,0.0369551813005,797.1492711
107,0.0172207544564,0.041574578963,686.8480967
108,0.0191341716183,0.0461939766256,598.3899303
109,0.0210475887801,0.0508133742881,526.127113
110,0.0229610059419,0.0554327719507,465.8452569
111,0.0248744231037,0.0600521696132,414.875263
112,0.0267878402656,0.0646715672758,371.1667628
113,0.0287012574274,0.0692909649383,333.2930879
114,0.0306146745892,0.0739103626009,300.1966955
115,0.032528091751,0.0785297602635,300.1040619
116,0.0344415089129,0.083149157926,300.0697307
117,0.0363549260747,0.0877685555886,300.0314311
118,0.0382683432365,0.0923879532511,300
119,0.00884577380438,0.0179374548307,797.6445929
120,0.0110572172555,0.0224218185383,797.6069421
121,0.0132686607066,0.026906182246,797.5224619
122,0.0154801041577,0.0313905459536,797.3808114
123,0.0176915476088,0.0358749096613,797.2478305
124,0.0199029910599,0.040359273369,686.8397
125,0.022114434511,0.0448436370766,598.4031033
126,0.024325877962,0.0493280007843,526.1269424
127,0.0265373214131,0.053812364492,465.8464321
128,0.0287487648642,0.0582967281996,414.8758464
129,0.0309602083153,0.0627810919073,371.1606458
130,0.0331716517664,0.067265455615,333.2958771
131,0.0353830952175,0.0717498193226,300.1246299
132,0.0375945386686,0.0762341830303,300.1056324
133,0.0398059821197,0.0807185467379,300.0644932
134,0.0420174255708,0.0852029104456,300.0313774
135,0.0442288690219,0.0896872741533,300
136,0.01,0.0173205080757,797.6406074
137,0.0125,0.0216506350946,797.6097192
138,0.015,0.0259807621135,797.5088193
139,0.0175,0.0303108891325,797.3933659
140,0.02,0.0346410161514,797.1520007
141,0.0225,0.0389711431703,686.8503821
142,0.025,0.0433012701892,598.3914757
143,0.0275,0.0476313972081,526.1280345
144,0.03,0.0519615242271,465.8456969
145,0.0325,0.056291651246,414.8753672
146,0.035,0.0606217782649,371.1666798
147,0.0375,0.0649519052838,333.2929507
148,0.04,0.0692820323028,300.1968857
149,0.0425,0.0736121593217,300.1039192
150,0.045,0.0779422863406,300.0695881
151,0.0475,0.0822724133595,300.0313484
152,0.05,0.0866025403784,300
153,0.0111114046604,0.0166293922461,797.6455518
154,0.0138892558255,0.0207867403076,797.6081584
155,0.0166671069906,0.0249440883691,797.5241861
156,0.0194449581557,0.0291014364306,797.3829874
157,0.0222228093208,0.0332587844921,797.2501705
158,0.0250006604859,0.0374161325536,686.8415309
159,0.027778511651,0.0415734806151,598.4043986
160,0.0305563628161,0.0457308286766,526.1277739
161,0.0333342139812,0.0498881767382,465.8469083
162,0.0361120651463,0.0540455247997,414.8760845
163,0.0388899163114,0.0582028728612,371.1607495
164,0.0416677674765,0.0623602209227,333.2959832
165,0.0444456186416,0.0665175689842,300.1247246
166,0.0472234698067,0.0706749170457,300.1056878
167,0.0500013209718,0.0748322651072,300.0644816
168,0.0527791721369,0.0789896131687,300.0313647
169,0.055557023302,0.0831469612303,300
170,0.0121752285802,0.0158670668058,797.6415327
171,0.0152190357252,0.0198338335073,797.6108417
172,0.0182628428703,0.0238006002087,797.510333
173,0.0213066500153,0.0277673669102,797.3951571
174,0.0243504571603,0.0317341336116,797.1541264
175,0.0273942643054,0.0357009003131,686.8518825
176,0.0304380714504,0.0396676670146,598.392583
177,0.0334818785955,0.043634433716,526.1287802
178,0.0365256857405,0.0476012004175,465.8461782
179,0.0395694928856,0.0515679671189,414.8756698
180,0.0426133000306,0.0555347338204,371.1669084
181,0.0456571071757,0.0595015005218,333.293156
182,0.0487009143207,0.0634682672233,300.1973634
183,0.0517447214657,0.0674350339248,300.1040567
184,0.0547885286108,0.0714018006262,300.0696605
185,0.0578323357558,0.0753685673277,300.0313711
186,0.0608761429009,0.0793353340291,300
187,0.013186916302,0.0150367961496,797.6464171
188,0.0164836453775,0.018795995187,797.6091826
189,0.019780374453,0.0225551942244,797.5254846
190,0.0230771035285,0.0263143932618,797.3844963
191,0.026373832604,0.0300735922992,797.2517523
192,0.0296705616795,0.0338327913366,686.842783
193,0.032967290755,0.0375919903739,598.4053333
194,0.0362640198305,0.0413511894113,526.1284369
195,0.039560748906,0.0451103884487,465.8473642
196,0.0428574779815,0.0488695874861,414.8764046
197,0.046154207057,0.0526287865235,371.1609907
198,0.0494509361325,0.0563879855609,333.2962087
199,0.052747665208,0.0601471845983,300.1249049
200,0.0560443942835,0.0639063836357,300.1058331
201,0.059341123359,0.0676655826731,300.0645576
202,0.0626378524345,0.0714247817105,300.0313997
203,0.06593458151,0.0751839807479,300
204,0.0141421356237,0.0141421356237,797.6423262
205,0.0176776695297,0.0176776695297,797.6117641
206,0.0212132034356,0.0212132034356,797.5114481
207,0.0247487373415,0.0247487373415,797.3964452
208,0.0282842712475,0.0282842712475,797.1552643
209,0.0318198051534,0.0318198051534,686.8529412
210,0.0353553390593,0.0353553390593,598.3933769
211,0.0388908729653,0.0388908729653,526.1293631
212,0.0424264068712,0.0424264068712,465.8465943
213,0.0459619407771,0.0459619407771,414.8759735
214,0.0494974746831,0.0494974746831,371.167158
215,0.053033008589,0.053033008589,333.293357
216,0.0565685424949,0.0565685424949,300.1975746
217,0.0601040764009,0.0601040764009,300.1041793
218,0.0636396103068,0.0636396103068,300.0697478
219,0.0671751442127,0.0671751442127,300.0314078
220,0.0707106781187,0.0707106781187,300
221,0.0150367961496,0.013186916302,797.6471378
222,0.018795995187,0.0164836453775,797.609999
223,0.0225551942244,0.019780374453,797.5264714
224,0.0263143932618,0.0230771035285,797.3856045
225,0.0300735922992,0.026373832604,797.2528545
226,0.0338327913366,0.0296705616795,686.8436921
227,0.0375919903739,0.032967290755,598.4060308
228,0.0413511894113,0.0362640198305,526.1289419
229,0.0451103884487,0.039560748906,465.8477262
230,0.0488695874861,0.0428574779815,414.8766716
231,0.0526287865235,0.046154207057,371.1612028
232,0.0563879855609,0.0494509361325,333.296426
233,0.0601471845983,0.052747665208,300.125089
234,0.0639063836357,0.0560443942835,300.1059808
235,0.0676655826731,0.059341123359,300.0646311
236,0.0714247817105,0.0626378524345,300.0314329
237,0.0751839807479,0.06593458151,300
238,0.0158670668058,0.0121752285802,797.6429607
239,0.0198338335073,0.0152190357252,797.6124776
240,0.0238006002087,0.0182628428703,797.5122993
241,0.0277673669102,0.0213066500153,797.397438
242,0.0317341336116,0.0243504571603,797.1562807
243,0.0357009003131,0.0273942643054,686.8537605
244,0.0396676670146,0.0304380714504,598.3939774
245,0.043634433716,0.0334818785955,526.1297914
246,0.0476012004175,0.0365256857405,465.846894
247,0.0515679671189,0.0395694928856,414.8761823
248,0.0555347338204,0.0426133000306,371.1673329
249,0.0595015005218,0.0456571071757,333.2935378
250,0.0634682672233,0.0487009143207,300.1980812
251,0.0674350339248,0.0517447214657,300.1043111
252,0.0714018006262,0.0547885286108,300.0698094
253,0.0753685673277,0.0578323357558,300.0314278
254,0.0793353340291,0.0608761429009,300
255,0.0166293922461,0.0111114046604,797.647682
256,0.0207867403076,0.0138892558255,797.6106092
257,0.0249440883691,0.0166671069906,797.5271996
258,0.0291014364306,0.0194449581557,797.3865031
259,0.0332587844921,0.0222228093208,797.2539168
260,0.0374161325536,0.0250006604859,686.8444449
261,0.0415734806151,0.027778511651,598.4065422
262,0.0457308286766,0.0305563628161,526.1292944
263,0.0498881767382,0.0333342139812,465.8479535
264,0.0540455247997,0.0361120651463,414.8768059
265,0.0582028728612,0.0388899163114,371.1612692
266,0.0623602209227,0.0416677674765,333.2964597
267,0.0665175689842,0.0444456186416,300.1250952
268,0.0706749170457,0.0472234698067,300.1059788
269,0.0748322651072,0.0500013209718,300.0646186
270,0.0789896131687,0.0527791721369,300.0314251
271,0.0831469612303,0.055557023302,300
272,0.0173205080757,0.01,797.6434226
273,0.0216506350946,0.0125,797.6129776
274,0.0259807621135,0.015,797.5129425
275,0.0303108891325,0.0175,797.3982025
276,0.0346410161514,0.02,797.1576067
277,0.0389711431703,0.0225,686.8544091
278,0.0433012701892,0.025,598.3944282
279,0.0476313972081,0.0275,526.1300647
280,0.0519615242271,0.03,465.8470501
281,0.056291651246,0.0325,414.876237
282,0.0606217782649,0.035,371.1672855
283,0.0649519052838,0.0375,333.2934029
284,0.0692820323028,0.04,300.1977089
285,0.0736121593217,0.0425,300.104158
286,0.0779422863406,0.045,300.0697152
287,0.0822724133595,0.0475,300.0313881
288,0.0866025403784,0.05,300
289,0.0179374548307,0.00884577380438,797.6480368
290,0.0224218185383,0.0110572172555,797.6110075
291,0.026906182246,0.0132686607066,797.5276747
292,0.0313905459536,0.0154801041577,797.3871549
293,0.0358749096613,0.0176915476088,797.2548086
294,0.040359273369,0.0199029910599,686.8449983
295,0.0448436370766,0.022114434511,598.4068653
296,0.0493280007843,0.024325877962,526.1294912
297,0.053812364492,0.0265373214131,465.8480396
298,0.0582967281996,0.0287487648642,414.8767889
299,0.0627810919073,0.0309602083153,371.1611494
300,0.067265455615,0.0331716517664,333.2961912
301,0.0717498193226,0.0353830952175,300.1247689
302,0.0762341830303,0.0375945386686,300.1057134
303,0.0807185467379,0.0398059821197,300.0644778
304,0.0852029104456,0.0420174255708,300.0313598
305,0.0896872741533,0.0442288690219,300
306,0.0184775906502,0.0076536686473,797.6436896
307,0.0230969883128,0.00956708580913,797.6132627
308,0.0277163859753,0.011480502971,797.5133117
309,0.0323357836379,0.0133939201328,797.3986515
310,0.0369551813005,0.0153073372946,797.1584283
311,0.041574578963,0.0172207544564,686.8547837
312,0.0461939766256,0.0191341716183,598.3946692
313,0.0508133742881,0.0210475887801,526.1301837
314,0.0554327719507,0.0229610059419,465.8470767
315,0.0600521696132,0.0248744231037,414.8761696
316,0.0646715672758,0.0267878402656,371.1670823
317,0.0692909649383,0.0287012574274,333.293072
318,0.0739103626009,0.0306146745892,300.1968758
319,0.0785297602635,0.032528091751,300.1038371
320,0.083149157926,0.0344415089129,300.069522
321,0.0877685555886,0.0363549260747,300.0313096
322,0.0923879532511,0.0382683432365,300
323,0.0189386025899,0.00642878930606,797.6482004
324,0.0236732532374,0.00803598663258,797.6111859
325,0.0284079038849,0.00964318395909,797.5278827
326,0.0331425545323,0.0112503812856,797.3874148
327,0.0378772051798,0.0128575786121,797.2551204
328,0.0426118558273,0.0144647759386,686.8452021
329,0.0473465064748,0.0160719732652,598.4069808
330,0.0520811571222,0.0176791705917,526.1295392
331,0.0568158077697,0.0192863679182,465.8480212
332,0.0615504584172,0.0208935652447,414.8766938
333,0.0662851090647,0.0225007625712,371.1609692
334,0.0710197597121,0.0241079598977,333.2958718
335,0.0757544103596,0.0257151572243,300.1244058
336,0.0804890610071,0.0273223545508,300.1054178
337,0.0852237116546,0.0289295518773,300.0643192
338,0.089958362302,0.0305367492038,300.031286
339,0.0946930129495,0.0321439465303,300
340,0.0193185165258,0.00517638090205,797.6437541
341,0.0241481456572,0.00647047612756,797.613334
342,0.0289777747887,0.00776457135308,797.5133703
343,0.0338074039201,0.00905866657859,797.3987131
344,0.0386370330516,0.0103527618041,797.1583115
345,0.043466662183,0.0116468570296,686.8548102
346,0.0482962913145,0.0129409522551,598.3946716
347,0.0531259204459,0.0142350474806,526.1301674
348,0.0579555495773,0.0155291427062,465.8470228
349,0.0627851787088,0.0168232379317,414.8760718
350,0.0676148078402,0.0181173331572,371.1669094
351,0.0724444369717,0.0194114283827,333.2928345
352,0.0772740661031,0.0207055236082,300.19637
353,0.0821036952346,0.0219996188337,300.1036218
354,0.086933324366,0.0232937140592,300.0693866
355,0.0917629534975,0.0245878092847,300.031253
356,0.0965925826289,0.0258819045103,300
357,0.0196157056081,0.00390180644032,797.6481753
358,0.0245196320101,0.0048772580504,797.6111496
359,0.0294235584121,0.00585270966048,797.5278248
360,0.0343274848141,0.00682816127056,797.3872798
361,0.0392314112161,0.00780361288065,797.2548645
362,0.0441353376181,0.00877906449073,686.8450599
363,0.0490392640202,0.00975451610081,598.4068995
364,0.0539431904222,0.0107299677109,526.1294663
365,0.0588471168242,0.011705419321,465.8479479
366,0.0637510432262,0.012680870931,414.8766078
367,0.0686549696282,0.0136563225411,371.1608663
368,0.0735588960302,0.0146317741512,333.295736
369,0.0784628224323,0.0156072257613,300.12427
370,0.0833667488343,0.0165826773714,300.1053054
371,0.0882706752363,0.0175581289815,300.0642551
372,0.0931746016383,0.0185335805915,300.0312555
373,0.0980785280403,0.0195090322016,300
374,0.0198288972275,0.0026105238444,797.6436312
375,0.0247861215343,0.0032631548055,797.6131998
376,0.0297433458412,0.0039157857666,797.5131685
377,0.0347005701481,0.0045684167277,797.3984383
378,0.039657794455,0.0052210476888,797.1577382
379,0.0446150187618,0.0058736786499,686.8545532
380,0.0495722430687,0.006526309611,598.3944898
381,0.0545294673756,0.0071789405721,526.1300476
382,0.0594866916824,0.0078315715332,465.8469325
383,0.0644439159893,0.0084842024943,414.8760056
384,0.0694011402962,0.0091368334554,371.166867
385,0.074358364603,0.0097894644165,333.2928166
386,0.0793155889099,0.0104420953776,300.1964033
387,0.0842728132168,0.0110947263387,300.1036234
388,0.0892300375236,0.0117473572998,300.069385
389,0.0941872618305,0.0123999882609,300.0312509
390,0.0991444861374,0.013052619222,300
391,0.0199571784648,0.0013080625846,797.64797
392,0.024946473081,0.00163507823075,797.6109175
393,0.0299357676972,0.0019620938769,797.5275306
394,0.0349250623134,0.00228910952306,797.3868617
395,0.0399143569295,0.00261612516921,797.2543222
396,0.0449036515457,0.00294314081536,686.8446891
397,0.0498929461619,0.00327015646151,598.4066609
398,0.0548822407781,0.00359717210766,526.1293037
399,0.0598715353943,0.00392418775381,465.847845
400,0.0648608300105,0.00425120339996,414.876559
401,0.0698501246267,0.00457821904611,371.1608731
402,0.0748394192429,0.00490523469226,333.295826
403,0.0798287138591,0.00523225033841,300.1244032
404,0.0848180084753,0.00555926598456,300.1054108
405,0.0898073030915,0.00588628163071,300.0643056
406,0.0947965977077,0.00621329727686,300.0312779
407,0.0997858923239,0.00654031292301,300
408,0.02,1.22464679915e-18,797.6433394
409,0.025,1.53080849893e-18,797.6128797
410,0.03,1.83697019872e-18,797.5127665
411,0.035,2.14313189851e-18,797.3979152
412,0.04,2.44929359829e-18,797.1570617
413,0.045,2.75545529808e-18,686.8541021
414,0.05,3.06161699787e-18,598.3941819
415,0.055,3.36777869766e-18,526.1298479
416,0.06,3.67394039744e-18,465.8468141
417,0.065,3.98010209723e-18,414.8759626
418,0.07,4.28626379702e-18,371.1669242
419,0.075,4.5924254968e-18,333.2929729
420,0.08,4.89858719659e-18,300.1969076
421,0.085,5.20474889638e-18,300.1037982
422,0.09,5.51091059616e-18,300.0694855
423,0.095,5.81707229595e-18,300.0312895
424,0.1,6.12323399574e-18,300
425,0.0199571784648,-0.0013080625846,797.6476016
426,0.024946473081,-0.00163507823075,797.6105127
427,0.0299357676972,-0.0019620938769,797.5270464
428,0.0349250623134,-0.00228910952306,797.3862318
429,0.0399143569295,-0.00261612516921,797.2535471
430,0.0449036515457,-0.00294314081536,686.8441504
431,0.0498929461619,-0.00327015646151,598.4063069
432,0.0548822407781,-0.00359717210766,526.129067
433,0.0598715353943,-0.00392418775381,465.847705
434,0.0648608300105,-0.00425120339996,414.876507
435,0.0698501246267,-0.00457821904611,371.1609091
436,0.0748394192429,-0.00490523469226,333.2959898
437,0.0798287138591,-0.00523225033841,300.1246289
438,0.0848180084753,-0.00555926598456,300.1055911
439,0.0898073030915,-0.00588628163071,300.0643956
440,0.0947965977077,-0.00621329727686,300.0313187
441,0.0997858923239,-0.00654031292301,300
442,0.0198288972275,-0.0026105238444,797.6428888
443,0.0247861215343,-0.0032631548055,797.6124011
444,0.0297433458412,-0.0039157857666,797.512179
445,0.0347005701481,-0.0045684167277,797.3972214
446,0.039657794455,-0.0052210476888,797.1559936
447,0.0446150187618,-0.0058736786499,686.8535134
448,0.0495722430687,-0.006526309611,598.3937638
449,0.0545294673756,-0.0071789405721,526.1295785
450,0.0594866916824,-0.0078315715332,465.8466478
451,0.0644439159893,-0.0084842024943,414.8758864
452,0.0694011402962,-0.0091368334554,371.1669441
453,0.074358364603,-0.0097894644165,333.2930835
454,0.0793155889099,-0.0104420953776,300.197288
455,0.0842728132168,-0.0110947263387,300.1039347
456,0.0892300375236,-0.0117473572998,300.0695644
457,0.0941872618305,-0.0123999882609,300.0313213
458,0.0991444861374,-0.013052619222,300
459,0.0196157056081,-0.00390180644032,797.6470871
460,0.0245196320101,-0.0048772580504,797.6099593
461,0.0294235584121,-0.00585270966048,797.5264161
462,0.0343274848141,-0.00682816127056,797.3854622
463,0.0392314112161,-0.00780361288065,797.252623
464,0.0441353376181,-0.00877906449073,686.8435057
465,0.0490392640202,-0.00975451610081,598.4058719
466,0.0539431904222,-0.0107299677109,526.1287656
467,0.0588471168242,-0.011705419321,465.847512
468,0.0637510432262,-0.012680870931,414.8763994
469,0.0686549696282,-0.0136563225411,371.1608696
470,0.0735588960302,-0.0146317741512,333.2959972
471,0.0784628224323,-0.0156072257613,300.1246686
472,0.0833667488343,-0.0165826773714,300.1056286
473,0.0882706752363,-0.0175581289815,300.0644252
474,0.0931746016383,-0.0185335805915,300.0313341
475,0.0980785280403,-0.0195090322016,300
476,0.0193185165258,-0.00517638090205,797.6423018
477,0.0241481456572,-0.00647047612756,797.6117832
478,0.0289777747887,-0.00776457135308,797.5114747
479,0.0338074039201,-0.00905866657859,797.3964273
480,0.0386370330516,-0.0103527618041,797.1549973
481,0.043466662183,-0.0116468570296,686.8528595
482,0.0482962913145,-0.0129409522551,598.3932879
483,0.0531259204459,-0.0142350474806,526.1292508
484,0.0579555495773,-0.0155291427062,465.8464273
485,0.0627851787088,-0.0168232379317,414.8757503
486,0.0676148078402,-0.0181173331572,371.1668541
487,0.0724444369717,-0.0194114283827,333.293002
488,0.0772740661031,-0.0207055236082,300.1969733
489,0.0821036952346,-0.0219996188337,300.1038862
490,0.086933324366,-0.0232937140592,300.0695552
491,0.0917629534975,-0.0245878092847,300.0313236
492,0.0965925826289,-0.0258819045103,300
493,0.0189386025899,-0.00642878930606,797.6464379
494,0.0236732532374,-0.00803598663258,797.6092767
495,0.0284079038849,-0.00964318395909,797.5256676
496,0.0331425545323,-0.0112503812856,797.3846343
497,0.0378772051798,-0.0128575786121,797.251747
498,0.0426118558273,-0.0144647759386,686.8428349
499,0.0473465064748,-0.0160719732652,598.4053792
500,0.0520811571222,-0.0176791705917,526.1284128
501,0.0568158077697,-0.0192863679182,465.8472713
502,0.0615504584172,-0.0208935652447,414.8762458
503,0.0662851090647,-0.0225007625712,371.1607802
504,0.0710197597121,-0.0241079598977,333.2959303
505,0.0757544103596,-0.0257151572243,300.1246304
506,0.0804890610071,-0.0273223545508,300.1056044
507,0.0852237116546,-0.0289295518773,300.0644255
508,0.089958362302,-0.0305367492038,300.0313365
509,0.0946930129495,-0.0321439465303,300
510,0.0184775906502,-0.0076536686473,797.6415906
511,0.0230969883128,-0.00956708580913,797.6110384
512,0.0277163859753,-0.011480502971,797.5106781
513,0.0323357836379,-0.0133939201328,797.3955657
514,0.0369551813005,-0.0153073372946,797.1541895
515,0.041574578963,-0.0172207544564,686.8521705
516,0.0461939766256,-0.0191341716183,598.3927733
517,0.0508133742881,-0.0210475887801,526.1288744
518,0.0554327719507,-0.0229610059419,465.8461678
519,0.0600521696132,-0.0248744231037,414.8755875
520,0.0646715672758,-0.0267878402656,371.1667744
521,0.0692909649383,-0.0287012574274,333.2929904
522,0.0739103626009,-0.0306146745892,300.1970416
523,0.0785297602635,-0.032528091751,300.1039211
524,0.083149157926,-0.0344415089129,300.0695782
525,0.0877685555886,-0.0363549260747,300.031334
526,0.0923879532511,-0.0382683432365,300
527,0.0179374548307,-0.00884577380438,797.6456628
528,0.0224218185383,-0.0110572172555,797.6084707
529,0.026906182246,-0.0132686607066,797.524808
530,0.0313905459536,-0.0154801041577,797.3837328
531,0.0358749096613,-0.0176915476088,797.2508368
532,0.040359273369,-0.0199029910599,686.8421169
533,0.0448436370766,-0.022114434511,598.4048312
534,0.0493280007843,-0.024325877962,526.1280107
535,0.053812364492,-0.0265373214131,465.8469921
536,0.0582967281996,-0.0287487648642,414.8760745
537,0.0627810919073,-0.0309602083153,371.1607068
538,0.067265455615,-0.0331716517664,333.2959751
539,0.0717498193226,-0.0353830952175,300.1247514
540,0.0762341830303,-0.0375945386686,300.1056986
541,0.0807185467379,-0.0398059821197,300.0644686
542,0.0852029104456,-0.0420174255708,300.0313553
543,0.0896872741533,-0.0442288690219,300
544,0.0173205080757,-0.01,797.640753
545,0.0216506350946,-0.0125,797.6101695
546,0.0259807621135,-0.015,797.5097536
547,0.0303108891325,-0.0175,797.3946097
548,0.0346410161514,-0.02,797.153173
549,0.0389711431703,-0.0225,686.8514097
550,0.0433012701892,-0.025,598.3921884
551,0.0476313972081,-0.0275,526.128443
552,0.0519615242271,-0.03,465.8458666
553,0.056291651246,-0.0325,414.8753997
554,0.0606217782649,-0.035,371.1667079
555,0.0649519052838,-0.0375,333.2930514
556,0.0692820323028,-0.04,300.1974839
557,0.0736121593217,-0.0425,300.1040415
558,0.0779422863406,-0.045,300.0696361
559,0.0822724133595,-0.0475,300.0313543
560,0.0866025403784,-0.05,300
561,0.0166293922461,-0.0111114046604,797.6447645
562,0.0207867403076,-0.0138892558255,797.6075354
563,0.0249440883691,-0.0166671069906,797.5238195
564,0.0291014364306,-0.0194449581557,797.3827093
565,0.0332587844921,-0.0222228093208,797.2497925
566,0.0374161325536,-0.0250006604859,686.841304
567,0.0415734806151,-0.027778511651,598.4042078
568,0.0457308286766,-0.0305563628161,526.1275452
569,0.0498881767382,-0.0333342139812,465.846662
570,0.0540455247997,-0.0361120651463,414.87586
571,0.0582028728612,-0.0388899163114,371.1605918
572,0.0623602209227,-0.0416677674765,333.2959517
573,0.0665175689842,-0.0444456186416,300.1247966
574,0.0706749170457,-0.0472234698067,300.1057366
575,0.0748322651072,-0.0500013209718,300.0644897
576,0.0789896131687,-0.0527791721369,300.0313653
577,0.0831469612303,-0.055557023302,300
578,0.0158670668058,-0.0121752285802,797.6397919
579,0.0198338335073,-0.0152190357252,797.6091649
580,0.0238006002087,-0.0182628428703,797.508685
581,0.0277673669102,-0.0213066500153,797.3935139
582,0.0317341336116,-0.0243504571603,797.1520682
583,0.0357009003131,-0.0273942643054,686.8505418
584,0.0396676670146,-0.0304380714504,598.3915139
585,0.043634433716,-0.0334818785955,526.1279379
586,0.0476012004175,-0.0365256857405,465.8455045
587,0.0515679671189,-0.0395694928856,414.8751548
588,0.0555347338204,-0.0426133000306,371.1665456
589,0.0595015005218,-0.0456571071757,333.2929331
590,0.0634682672233,-0.0487009143207,300.1971904
591,0.0674350339248,-0.0517447214657,300.1039879
592,0.0714018006262,-0.0547885286108,300.0696212
593,0.0753685673277,-0.0578323357558,300.0313521
594,0.0793353340291,-0.0608761429009,300
595,0.0150367961496,-0.013186916302,797.6437403
596,0.018795995187,-0.0164836453775,797.6064572
597,0.0225551942244,-0.019780374453,797.5226581
598,0.0263143932618,-0.0230771035285,797.3815228
599,0.0300735922992,-0.026373832604,797.2486511
600,0.0338327913366,-0.0296705616795,686.840368
601,0.0375919903739,-0.032967290755,598.4034696
