node_id,r_m,z_m,T_K
894,0.095,0.175,302.2279574
895,0.1,0.175,300.0019495
896,0.105,0.175,300.0016489
897,0.11,0.175,300.0010299
898,0.115,0.175,300.0005124
899,0.12,0.175,300
900,0,0.18,300.0276181
901,0.005,0.18,300.0116797
902,0.01,0.18,300.0148008
903,0.015,0.18,300.0095488
904,0.02,0.18,300.0132361
905,0.025,0.18,300.0085232
906,0.03,0.18,300.0116796
907,0.035,0.18,300.0073326
908,0.04,0.18,300.0097072
909,0.045,0.18,300.0060087
910,0.05,0.18,300.007648
911,0.055,0.18,300.0047855
912,0.06,0.18,300.0060062
913,0.065,0.18,300.0038145
914,0.07,0.18,300.0048172
915,0.075,0.18,300.0030667
916,0.08,0.18,300.0038998
917,0.085,0.18,300.0024542
918,0.09,0.18,300.0031355
919,0.095,0.18,300.0018751
920,0.1,0.18,300.002305
921,0.105,0.18,300.0013251
922,0.11,0.18,300.0008928
923,0.115,0.18,300.0004157
924,0.12,0.18,300
925,0,0.185,300.0093488
926,0.005,0.185,300.009328
927,0.01,0.185,300.0083886
928,0.015,0.185,300.0081579
929,0.02,0.185,300.0075739
930,0.025,0.185,300.0072844
931,0.03,0.185,300.0066666
932,0.035,0.185,300.0062708
933,0.04,0.185,300.0056048
934,0.045,0.185,300.0051537
935,0.05,0.185,300.0045239
936,0.055,0.185,300.0041191
937,0.06,0.185,300.003606
938,0.065,0.185,300.0032883
939,0.07,0.185,300.0028909
940,0.075,0.185,300.002642
941,0.08,0.185,300.0023203
942,0.085,0.185,300.0021087
943,0.09,0.185,300.0018228
944,0.095,0.185,300.0016026
945,0.1,0.185,300.0013173
946,0.105,0.185,300.0010123
947,0.11,0.185,300.0006397
948,0.115,0.185,300.0003156
949,0.12,0.185,300
950,0,0.19,300.007011
951,0.005,0.19,300.0056955
952,0.01,0.19,300.0058923
953,0.015,0.19,300.0052005
954,0.02,0.19,300.0052787
955,0.025,0.19,300.0046449
956,0.03,0.19,300.0046411
957,0.035,0.19,300.0040069
958,0.04,0.19,300.0039129
959,0.045,0.19,300.0033187
960,0.05,0.19,300.0031766
961,0.055,0.19,300.0026756
962,0.06,0.19,300.0025411
963,0.065,0.19,300.0021433
964,0.07,0.19,300.0020371
965,0.075,0.19,300.0017189
966,0.08,0.19,300.0016315
967,0.085,0.19,300.0013623
968,0.09,0.19,300.0012725
969,0.095,0.19,300.0010219
970,0.1,0.19,300.0008921
971,0.105,0.19,300.0006417
972,0.11,0.19,300.0004349
973,0.115,0.19,300.000209
974,0.12,0.19,300
975,0,0.195,300.0028782
976,0.005,0.195,300.0028678
977,0.01,0.195,300.0027446
978,0.015,0.195,300.0026404
979,0.02,0.195,300.0024923
980,0.025,0.195,300.0023598
981,0.03,0.195,300.0021936
982,0.035,0.195,300.0020374
983,0.04,0.195,300.0018565
984,0.045,0.195,300.0016918
985,0.05,0.195,300.0015175
986,0.055,0.195,300.0013678
987,0.06,0.195,300.0012197
988,0.065,0.195,300.0010972
989,0.07,0.195,300.0009783
990,0.075,0.195,300.0008794
991,0.08,0.195,300.0007811
992,0.085,0.195,300.0006952
993,0.09,0.195,300.000605
994,0.095,0.195,300.0005178
995,0.1,0.195,300.0004215
996,0.105,0.195,300.0003203
997,0.11,0.195,300.0002112
998,0.115,0.195,300.0001045
999,0.12,0.195,300
1000,0,0.2,300
1001,0.005,0.2,300
1002,0.01,0.2,300
1003,0.015,0.2,300
1004,0.02,0.2,300
1005,0.025,0.2,300
1006,0.03,0.2,300
1007,0.035,0.2,300
1008,0.04,0.2,300
1009,0.045,0.2,300
1010,0.05,0.2,300
1011,0.055,0.2,300
1012,0.06,0.2,300
1013,0.065,0.2,300
1014,0.07,0.2,300
1015,0.075,0.2,300
1016,0.08,0.2,300
1017,0.085,0.2,300
1018,0.09,0.2,300
1019,0.095,0.2,300
1020,0.1,0.2,300
1021,0.105,0.2,300
1022,0.11,0.2,300
1023,0.115,0.2,300
1024,0.12,0.2,300
